Node 1,weight 1,Node 2,weight 2,Node 3,weight 3,Node 4,weight 4,Node 5,weight 5,Node 6,weight 6,Node 7,weight 7,Node 8,weight 8,Node 9,weight 9,Node 10,weight 10,Node 11,weight 11,Node 12,weight 12,Node 13,weight 13,Node 14,weight 14,Node 15,weight 15,Node 16,weight 16,Node 17,weight 17,Node 18,weight 18,Node 19,weight 19,Node 20,weight 20,Node 21,weight 21,Node 22,weight 22,Node 23,weight 23,Node 24,weight 24,Node 25,weight 25,Node 26,weight 26,Node 27,weight 27,Node 28,weight 28,Node 29,weight 29,Node 30,weight 30,Node 31,weight 31,Node 32,weight 32,Node 33,weight 33,Node 34,weight 34,Node 35,weight 35,Node 36,weight 36,Node 37,weight 37,Node 38,weight 38,Node 39,weight 39,Node 40,weight 40,Node 41,weight 41,Node 42,weight 42,Node 43,weight 43,Node 44,weight 44,Node 45,weight 45,Node 46,weight 46,Node 47,weight 47,Node 48,weight 48,Node 49,weight 49,Node 50,weight 50
PA4149,-0.32261289,PA3380,0.35178982,capB,0.44271368,PA0631,0.3258053,ftsZ,0.55414967,PA3833,0.38005234,PA4928,0.33381635,nirC,0.37538106,PA2462,-0.42720206,PA0604,-0.32362127,kdpC,0.32040646,mqoA,0.37939103,PA1513,0.30506217,PA0643,0.32461312,PA0747,0.34213701,PA5506,0.3910701,PA1612,0.34570357,PA0107,0.28667124,PA3486,0.31902065,nuoF,0.32577418,hisH2,0.3700576,PA2114,0.36428466,PA4737,0.39511569,PA3274,-0.3353668,PA4910,0.35227926,PA2411,0.39949821,fliC,0.3800975,PA0104,0.54287622,PA0072,0.33162817,PA4503,0.43335616,iscU,0.43718511,pepN,0.34394201,PA5248,0.3589764,PA3723,-0.34412878,PA0911,0.40956162,betA,0.33118489,PA4163,0.35382102,PA2530,0.34167619,moaB1,0.34211274,PA0168,0.36446339,PA3274,0.4031064,PA1138,0.33135151,PA1925,0.34475053,glpD,-0.35637539,PA1055,0.37283297,pirA,0.31581537,PA0171,-0.33591341,PA3791,0.35608021,rnt,0.319981,PA2971,0.41040424
PA5471,-0.32331663,PA2882,0.35050089,rnr,0.44264072,PA1195,0.32472078,PA4326,0.55389207,PA3710,0.37971586,PA2530,0.33086861,PA1531,0.37402156,PA2031,-0.42750889,glpK,-0.32430826,PA3818,0.3191913,PA0392,0.37876273,arnB,0.30501868,PA0202,0.32431404,PA2111,0.34190328,hisF1,0.39089202,thiC,0.34536729,PA0731,0.28463467,PA1415,0.31772753,PA3672,0.32529598,PA0027,0.36794475,dhcB,0.3624881,PA3340,0.39418001,phzC2,-0.33557886,moaB2,0.35222064,PA2033,0.39939208,rpsT,0.37942915,PA3786,0.54234384,PA3529,0.33156937,nirM,0.43120671,PA4657,0.43627936,PA4058,0.34353853,PA0116,0.35788959,PA1123,-0.34491775,PA4781,0.40840638,PA0020,0.33099447,atpE,0.35147814,glgB,0.3399637,PA1676,0.33798845,PA3839,0.36437001,ppk,0.40207954,roxR,0.330762,PA4063,0.34360283,miaA,-0.3569766,PA4498,0.37275841,PA1022,0.3156853,pvdN,-0.33676533,PA4607,0.35562768,PA3632,0.31947449,arcC,0.40849122
acoR,-0.32529201,PA5212,0.35021177,hisI,0.44259791,PA3268,0.32388682,phaF,0.55311645,PA0111,0.37814596,PA4570,0.3306863,PA2869,0.37309865,PA2110,-0.42768664,arnE,-0.32449902,PA0618,0.31767102,PA5183,0.3785413,PA0821,0.30459599,PA0207,0.32278741,fahA,0.34181617,mreC,0.3895871,PA3353,0.34486649,PA3274,0.28449372,PA0952,0.31661182,PA4058,0.32454957,PA0980,0.36714978,PA0647,0.36240002,motC,0.39387731,PA1057,-0.33582387,PA0542,0.34980323,PA2068,0.39923226,purB,0.37889402,PA5114,0.54125883,PA3086,0.33130455,dnr,0.43062085,PA3677,0.43619701,PA2365,0.34346093,PA3842,0.35749256,PA5212,-0.34495555,PA4132,0.40808672,moaB1,0.32865214,PA3509,0.35106458,PA1527,0.33962912,PA4608,0.33748113,PA5073,0.36367458,groEL,0.40130785,PA2557,0.32741208,PA4066,0.34322027,fabA,-0.3572804,PA2988,0.37193955,PA5428,0.315632,hcnA,-0.33693133,htpX,0.35494587,sodM,0.31942149,PA4463,0.40845208
pchE,-0.32604768,eco,0.35008999,PA1060,0.44097783,PA1160,0.32340596,rpsD,0.55172219,PA2788,0.37814126,PA3283,0.3296078,PA2662,0.37295203,oprD,-0.42913179,PA4918,-0.32517634,PA3009,0.31716283,PA0401,0.37795629,PA0167,0.3038675,mdcE,0.32234226,PA5507,0.34063636,PA5510,0.38918947,PA1760,0.34475007,PA1517,0.2844791,PA0811,0.31595757,PA2770,0.32370024,PA1366,0.36661203,hitB,0.36084095,PA5482,0.39351482,PA2358,-0.33658407,ppa,0.34874851,PA1131,0.3975336,hisG,0.37846676,eraR,0.53969027,oprL,0.33044635,rpsQ,0.42891985,PA3001,0.43572501,PA0909,0.34264572,PA5033,0.35688333,PA4311,-0.34528844,PA0050,0.40595669,wbpB,0.32817732,PA1215,0.35070191,PA1743,0.33911252,ohrR,0.3373464,PA5219,0.35914836,PA5245,0.4009171,PA1196,0.32656085,PA5539,0.34275223,ppyR,-0.35927254,wbpE,0.37150837,PA3938,0.31557934,wbpL,-0.33710056,PA1572,0.35437013,PA1202,0.3193914,rpoB,0.4072338
PA3661,-0.32820531,PA0089,0.34936053,exsE,0.4397194,pvdQ,0.32288599,PA0833,0.55037126,PA0112,0.37606906,PA0729,0.32949111,hemN,0.37240012,hutU,-0.42915787,PA0986,-0.3254573,tpiA,0.31660073,PA1271,0.37560047,PA0855,0.30359003,PA3990,0.31897602,ppgL,0.33994068,carB,0.38914881,PA1894,0.34464768,arcD,0.28351282,PA5303,0.3144572,PA4676,0.32222346,PA4330,0.36566539,prpB,0.36065794,PA2037,0.39292127,maiA,-0.33686746,purU1,0.34815348,crfX,0.39700362,PA3538,0.37690536,PA1772,0.53960635,wspD,0.32975528,pvdA,0.42427309,PA4607,0.43547393,PA3938,0.33879657,PA1604,0.35671216,mexH,-0.34533962,PA0634,0.40453064,pcrH,0.32798922,PA5482,0.34940793,PA1243,0.33813055,PA1123,0.3366319,PA0685,0.35847101,PA4387,0.39849583,PA5230,0.32648138,PA5436,0.34232606,mucC,-0.35953617,PA0802,0.37023986,mltB1,0.31501322,PA1095,-0.33822963,PA1028,0.35043615,PA4372,0.31929238,PA0498,0.40600439
PA4986,-0.3287776,PA2266,0.3493424,PA0678,0.43800801,PA2807,0.32178904,sigX,0.55009193,PA2939,0.37391832,PA2184,0.32932382,PA4709,0.37143309,PA0620,-0.43597808,soxD,-0.32560022,PA0621,0.31616748,potB,0.37306418,PA3739,0.30240223,PA0608,0.31895993,pfpI,0.3383896,PA4933,0.38909372,pilC,0.3439147,PA0691,-0.29047912,adhA,0.31442263,PA3350,0.32214537,PA4377,0.36546693,PA3691,0.36050612,PA0175,0.39153312,PA1869,-0.33735592,PA2945,0.34754022,PA5061,0.39558838,PA4030,0.37636574,PA1677,0.53959735,PA3762,0.32966983,rhlC,0.42344292,rsmA,0.4351899,spuH,0.33715341,rpsP,0.35223039,anr,-0.34601887,PA3362,0.40246662,aroK,0.32545948,PA3501,0.34758601,glgP,0.33710887,PA5228,0.33589017,PA5183,0.35830965,PA3010,0.39804697,PA3424,0.32562734,bacA,0.34208305,PA0547,-0.35993753,algI,0.36962425,pchD,0.31478253,PA1935,-0.33885225,popB,0.3501182,PA4090,0.3190527,PA1929,0.40582398
PA2170,-0.3298954,pslA,0.34774708,PA3368,0.43464738,PA2384,0.3202491,rpoD,0.54981167,PA0587,0.37348338,PA1478,0.32741541,PA3871,0.37085552,PA1366,-0.44110935,PA5167,-0.32591932,PA0642,0.31507581,speA,0.37067642,PA1021,0.30211713,PA5502,0.31842836,PA3343,0.33771376,nosL,0.38903189,PA3448,0.34279994,PA4332,-0.29120001,PA3968,0.31265931,PA2462,0.32174304,PA3853,0.36480672,pcrV,0.35911559,wspR,0.39044495,PA5220,-0.33995576,PA3675,0.34745456,PA0979,0.39540073,carB,0.37603141,dsbH,0.53934527,PA3188,0.32837223,PA4504,0.42333961,rplU,0.43492586,PA0450,0.33590188,PA0359,0.35099581,cifR,-0.34645902,PA2462,0.40081043,PA3350,0.32517642,PA3511,0.34750808,PA1408,0.33641849,PA1029,0.33470689,PA4591,0.35813251,fliO,0.39801318,PA3952,0.3250071,PA2173,0.34168607,PA2117,-0.36054115,PA0631,0.36929791,arnT,0.31476215,PA2733,-0.33910886,PA4615,0.34974264,slyD,0.3184426,PA5505,0.40497659
PA1366,-0.3309847,PA3368,0.34659117,PA2184,0.4345462,hemC,0.31891156,clpX,0.54815225,PA2682,0.37335896,chiC,0.32712148,fepB,0.37081587,pilV,-0.44407306,PA1029,-0.3269287,mreD,0.31477703,PA5406,0.36875521,lrp,0.29889259,PA0088,0.31734196,cheZ,0.33742653,PA3822,0.3884245,PA0894,0.34247964,PA3380,-0.29140785,PA1673,0.31264696,fliE,0.32093864,PA0215,0.36466659,PA2552,0.35813593,PA2274,0.39034738,PA1906,-0.34029398,PA4400,0.34741991,ampDh3,0.39388184,algZ,0.37507068,PA3572,0.53851116,nqrF,0.32746853,PA0264,0.42000545,PA1970,0.43396807,vgrG1,0.33532301,PA1389,0.35085324,hupB,-0.34697617,PA0130,0.40028504,PA0922,0.3243503,pqsE,0.34738604,PA4497,0.33625039,PA0760,0.33460712,ribE,-0.35464317,PA4425,0.39750285,PA1547,0.3245503,PA1218,0.34111673,rplM,-0.36092395,PA0751,0.36676573,nirJ,0.31424513,oprB,-0.33919062,PA2604,0.34316034,glcB,0.31778947,PA5082,0.40372278
PA0638,-0.33301231,PA4193,0.34518694,PA2402,0.43388459,PA2840,0.31846209,PA5285,0.5479663,PA0803,0.3703208,PA1870,0.3230954,PA2412,0.37070313,PA3143,-0.44680175,PA3516,-0.32700405,rplM,0.3143058,algB,0.36854052,PA1651,0.29878114,PA0534,0.3163135,clpB,0.33698716,ccmH,0.38792042,PA2202,0.34189935,PA5136,-0.29187311,PA0741,0.31244538,codB,0.3202504,PA4352,0.36396137,PA4801,0.35701757,PA0173,0.3899178,rhlB,-0.340773,PA5139,0.34727946,icd,0.39374462,PA1465,0.37409162,opdE,0.53673957,PA5488,0.32704407,PA3923,0.41961718,glnA,0.43077665,PA2537,0.33478937,PA1935,0.35052806,PA1576,-0.34748684,PA4909,0.39850282,PA4677,0.32398404,piv,0.34732069,wzt,0.33544915,trxB1,0.33378291,PA3201,-0.35538728,rplI,0.39650793,PA0794,0.32444361,PA0856,0.34000805,PA0981,-0.36128106,PA5002,0.36619474,PA5028,0.31364275,hitB,-0.33979041,PA0271,0.34246531,argJ,0.31727774,ilvC,0.40253077
PA0815,-0.33405999,PA2265,0.34505557,PA0038,0.43357077,PA0485,0.31763748,PA1865,0.54478277,PA0586,0.37006627,ambB,0.3228712,PA2101,0.36912861,arcC,-0.44745958,PA3413,-0.32704528,rpsQ,0.31349877,PA5298,0.36843481,PA4374,0.29828092,mreC,0.31578917,PA2110,0.33409504,frr,0.38695488,flp,0.34097514,wspB,-0.29195991,fliD,0.31196767,PA1126,0.31831991,PA0680,0.36348422,PA3294,0.35616798,PA1242,0.38988008,PA2083,-0.34122725,nrdJa,0.34547925,PA2608,0.39317046,iscS,0.37339671,PA3904,0.53618169,PA4578,0.32650319,PA0234,0.41771929,cbrB,0.43003323,PA5150,0.33454109,PA2732,0.35047933,PA4611,-0.3474918,PA2491,0.39697128,cupA1,0.3237009,PA0156,0.34611986,PA1566,0.33477899,PA2143,0.33360913,kdpF,-0.3572291,ddlA,0.39631657,PA2260,0.32332957,pilY2,0.33975883,PA1152,-0.36154423,PA3853,0.36513158,PA3229,0.3133771,PA0614,-0.34082348,gcvP2,0.33981228,pcm,0.31714325,PA0935,0.40250071
PA2711,-0.33491407,PA0673,0.34472176,PA0027,0.43228063,nosZ,0.31762914,rmlA,0.54422699,PA3353,0.36660419,PA2412,0.32170605,PA5281,0.36718238,nrdJa,-0.44978825,PA4582,-0.32876158,dnaJ,0.3130381,PA4644,0.36838749,PA1655,0.29803015,PA1845,0.31538445,aer,0.33379224,PA0200,0.38644502,ilvH,0.33898693,PA1663,-0.29242966,cupC1,0.31131845,hisF2,0.31781623,glyA1,0.3623243,PA0625,0.35613151,PA0859,0.38928176,PA1657,-0.34196466,PA5329,0.34409785,PA0011,0.39212106,selB,0.37236856,folE1,0.53556804,arcB,0.32631473,PA0729,0.41765699,cysN,0.42922924,PA4491,0.3342129,PA2166,0.34964398,PA1571,-0.34856033,PA4162,0.39559967,flgG,0.32289269,PA3503,0.34466967,PA1549,0.33468455,PA0290,0.3332161,PA1298,-0.35776984,PA3795,0.39555121,PA3077,0.31896065,PA1895,0.33947484,PA0633,-0.36187331,liuE,0.36389753,PA0398,0.31306814,PA0241,-0.3410647,PA2915,0.33889634,sucA,0.31523675,PA5028,0.40163831
PA5318,-0.3353365,PA0148,0.34293834,xcpU,0.43078224,PA4629,0.31671689,migA,0.54417361,PA2618,0.36541445,pcaB,0.32126834,wbpE,0.36684476,fpvA,-0.44979326,pfpI,-0.3288518,PA4960,0.31268858,fklB,0.36769903,PA4514,0.29668695,PA4320,0.31528688,PA5257,0.3336114,exsB,0.38562076,PA2307,0.33859607,PA2069,-0.29317634,PA0264,0.31113505,PA1372,0.31469787,flp,0.36089463,PA3369,0.35582143,PA2030,0.38926812,napF,-0.34274009,PA1269,0.34334795,xphA,0.391696,braC,0.37230804,PA0825,0.53504525,murC,0.32560613,fiuA,0.4172161,liuE,0.42871788,PA3313,0.33378476,PA0419,0.34825603,PA3178,-0.34880412,PA2121,0.39417754,nirF,0.32212395,PA2402,0.34462637,PA4877,0.33436356,pfpI,0.32832183,PA1730,-0.35841169,tpiA,0.39491873,PA3465,0.31858818,PA4459,0.3387351,narJ,-0.36281882,moeA2,0.36110311,arnB,0.31304271,wbpD,-0.3411188,popD,0.33746429,PA3659,0.31514286,PA4134,0.40129057
wbpE,-0.33580282,PA4350,0.34252844,PA2879,0.43008737,PA3450,0.31652169,fusA1,0.54268742,PA3080,0.36438069,PA4739,0.31972843,ampD,0.36618229,PA4348,-0.45207119,PA5137,-0.32942037,pnp,0.31168445,PA3785,0.36714295,PA4774,0.29630442,PA2409,0.31526413,PA0115,0.33279403,purT,0.38445802,PA2760,0.33816805,PA0715,-0.29478772,PA5026,0.3103477,phoQ,0.31400342,PA2985,0.36071001,PA5482,0.35523609,fliJ,0.38890481,arcA,-0.34291703,murA,0.34332507,PA5474,0.38881681,norC,0.3722516,PA1131,0.53428708,qor,0.32471563,wbpL,0.41539688,ilvC,0.42869802,hitA,0.33376348,PA0119,0.34809187,PA2807,-0.35002085,fimU,0.39405076,opdC,0.32062241,PA1093,0.34138284,PA2159,0.33417847,PA2780,0.32820433,PA0878,-0.35892767,greA,0.39436611,prpB,0.31826006,infA,0.3375773,wbpI,-0.36299194,PA4574,0.3600086,sbcB,0.31190368,xenB,-0.34123744,PA5305,0.33720659,glyS,0.31494064,PA1533,0.40049233
PA1394,-0.33777874,pqsD,0.34236312,PA2192,0.42988097,pscE,0.31637357,rpsE,0.5416528,PA0747,0.36308099,folE2,0.31950815,PA4454,0.36321788,ccoN2,-0.45283254,PA3888,-0.33129269,rodA,0.31069245,PA0369,0.36711875,PA1921,0.2961885,PA2045,0.31443752,PA5245,0.33177287,lepB,0.3840867,PA4909,0.33758549,ccmB,-0.29576329,hisF2,0.30911176,fdnG,0.31333309,PA1746,0.35858751,pchE,0.35386747,PA4133,0.38760802,hcp1,-0.34333678,PA4916,0.34146404,gatC,0.3887285,pnp,0.37199393,PA1960,0.5320213,nuoK,0.32426733,PA1366,0.41264628,PA3196,0.42804488,cysN,0.33255858,grpE,0.34806539,bfmR,-0.35028604,PA3451,0.39405037,phnB,0.31819234,PA3507,0.33906735,pslN,0.33346173,PA3712,0.3278378,PA3517,-0.35981243,PA3667,0.39391344,thiC,0.31761445,PA1106,0.33685317,phzS,-0.36369269,pslH,0.35846397,PA1411,0.31187171,PA2845,-0.34154989,hslV,0.33714934,prfC,0.3148803,nqrA,0.39995894
PA0053,-0.34023483,nosZ,0.34217117,PA0697,0.42924306,PA0559,0.31617159,PA2045,0.54155166,PA4500,0.36065208,PA3262,0.31909417,PA1050,0.36310179,PA1939,-0.45622729,PA3614,-0.33129387,PA0627,0.31045922,hitB,0.3661632,PA0979,0.29563662,PA0618,0.31362537,PA2867,0.33080757,pchF,0.38327526,PA4191,0.33689231,ldcA,-0.29650633,PA3958,0.3076338,gbuR,0.31281296,PA1471,0.35818144,PA2581,0.35381495,PA5104,0.38694715,PA1429,-0.34486922,metK,0.34122031,PA2798,0.38849839,pilO,0.37069141,ahpC,0.5316768,PA4322,0.32339725,pvdD,0.40987127,folX,0.42744324,aroB,0.33184466,PA4909,0.34767724,moaB2,-0.3507136,lasA,0.39319518,fabH2,0.31744545,PA1221,0.33797672,wbpY,0.33326655,PA3370,0.32729737,PA1471,-0.35985923,PA1005,0.39305554,PA4351,0.31636423,phzA1,0.33543831,PA0646,-0.36374913,PA0975,0.35795708,pcaQ,0.31136297,PA2036,-0.34189781,PA1856,0.33536533,ampC,0.3147669,PA3662,0.39923588
PA2137,-0.34166899,PA1420,0.34059272,PA3985,0.42903542,PA4523,0.31587445,PA0405,0.54139805,PA0007,0.36002519,PA3907,0.31893439,ddlB,0.36305851,PA4351,-0.4571317,PA4578,-0.3318182,pgsA,0.30975997,PA1602,0.36442855,PA4115,0.29561412,PA3507,0.3132638,spuE,0.33075061,lpxB,0.3832123,PA3236,0.33361895,PA1666,-0.29661459,PA2127,0.30756435,PA0855,0.31097052,dadX,0.35807602,PA3326,0.35151749,PA4649,0.38603914,mexC,-0.34512178,PA1684,0.34039879,PA1159,0.3874275,PA2946,0.37062515,PA0490,0.53110594,PA5306,0.32331172,PA3294,0.40883273,cobO,0.42620484,PA4010,0.33141487,PA2104,0.34714378,PA3945,-0.35083691,PA1370,0.39301532,nuoN,0.31496849,PA2163,0.33671001,PA2004,0.33115954,PA1114,0.32720377,PA0839,-0.35992264,foaB,0.39275807,clpB,0.31594767,PA4338,0.33528331,PA1168,-0.36495722,PA1020,0.35723769,moaA1,0.31077039,PA2812,-0.34194243,PA1292,0.33397111,ccmG,0.31346522,PA4594,0.39900917
PA4823,-0.34171348,PA4490,0.34010088,zwf,0.42862878,pchE,0.31510892,hcp1,0.54075315,PA0830,0.35885196,PA2591,0.31866193,ddlA,0.36245931,pilW,-0.46264943,groES,-0.33197632,PA3177,0.30933896,PA1689,0.36434604,PA2811,0.29547395,rnhA,0.31306479,PA5522,0.32997994,rbfA,0.38220172,PA1893,0.33319516,PA0418,-0.29830585,dadA,0.30753127,phzS,-0.37547403,amiE,0.35720463,PA3559,0.35073708,PA2068,0.38573888,dctA,-0.34648661,mreB,0.33904497,PA1133,0.38571418,PA5340,0.37015667,PA1144,0.53034601,tolR,0.32323243,PA0141,0.40736273,PA4436,0.42617432,pvdQ,0.33136652,PA0379,0.34709527,PA2436,-0.35095089,PA0635,0.39285623,flgJ,0.31388914,PA2592,0.3361375,PA2149,0.33061784,PA4389,0.32686107,arnF,-0.36108975,PA1653,0.39147816,mfd,0.3156994,PA1216,0.33446651,PA4582,-0.36499588,PA3265,0.35690932,PA0886,0.3106507,PA3327,-0.34197162,PA2024,0.33394258,PA2560,0.31336507,PA0017,0.39868105
phhA,-0.34180667,PA0082,0.3372473,PA3852,0.42829585,PA2452,0.31475616,PA5438,0.53841631,PA4690,0.35664322,PA1473,0.31851979,spuA,0.36238247,PA0983,-0.46357063,PA5378,-0.33259454,lexA,0.30822314,lpdG,0.36337953,PA1342,0.29533092,PA2498,0.31295532,gloA3,0.32885718,PA2018,0.38079347,PA3923,0.32969075,PA0547,-0.29951491,arr,0.30674649,PA3329,-0.37618345,PA1414,0.35705244,PA3866,0.34972269,PA5006,0.38544747,bfmR,-0.34748094,PA1673,0.33864923,PA4713,0.38516469,metK,0.36857831,PA5442,0.52970874,sucD,0.32285372,PA5362,0.40491779,tatA,0.42579814,icd,0.33131715,PA1392,0.34619028,PA5108,-0.35127304,pheC,0.39152657,chpB,0.31314152,phnB,0.3361238,PA1628,0.33047299,PA0848,0.32509213,norC,-0.36140136,PA1571,0.38945067,modB,0.31287971,PA1123,0.3334889,fhp,-0.36599819,PA0920,0.35665288,PA4714,0.31038416,PA4132,-0.34251604,PA5312,0.33241974,ambA,0.31329182,PA3142,0.39803709
PA0048,-0.34254285,gatC,0.33665974,exsC,0.42789708,PA1095,0.31170466,rpsB,0.53803192,catA,0.35566685,PA4218,0.31713486,PA4711,0.36237249,PA2105,-0.46591023,pncB1,-0.33314194,PA2854,0.30649945,dgkA,0.36317296,PA2651,0.29387584,PA0626,0.31221513,PA3568,0.32853077,PA0955,0.38072944,nuoB,0.32930703,mscL,-0.2999767,PA0022,0.30531689,PA4680,-0.37650741,PA0691,0.35647699,PA0719,0.34944858,PA1298,0.38388016,PA3723,-0.34762896,PA4789,0.33862586,PA2045,0.38508125,secB,0.36851496,PA3955,0.52816543,cysN,0.3219141,PA0648,0.40408944,PA5306,0.42504705,tolQ,0.33076408,PA0099,0.34500913,tpm,-0.35240763,lecB,0.39080658,PA5023,-0.3422865,PA1213,0.33477583,PA4869,0.33035564,PA0258,0.32501124,PA3957,-0.36256361,PA2175,0.389382,PA3529,0.31279395,PA2730,0.33291968,PA0953,-0.36621157,ccmG,0.35645096,PA0810,0.31014234,PA2835,-0.34361074,ccpR,0.33205007,PA4373,0.31247974,PA2982,0.39624138
PA2166,-0.34303147,PA0071,0.33534072,PA2880,0.42725284,PA5103,0.31158167,PA4537,0.53694482,PA1463,0.35422362,PA4182,0.31666402,ppk,0.36102988,PA0645,-0.466208,PA0323,-0.33388014,PA1639,0.30646481,PA3310,0.36313805,PA3695,0.29369005,PA4388,0.31208538,PA5455,0.32828904,pchB,0.38047039,PA3449,0.32927696,nirL,-0.30032233,xenB,0.30489699,PA4612,-0.37672109,ccoP2,0.35543581,PA3616,0.34847162,PA2072,0.38321389,PA4025,-0.34769305,PA1740,-0.35296395,PA2372,0.38490494,hisF1,0.36804944,PA3295,0.52591716,phzS,0.32158509,PA0092,0.40315693,PA0858,0.42457082,PA1135,0.33033812,pslE,0.34472208,PA5446,-0.3527848,dgcA,0.38985279,bfmS,-0.34417893,PA3506,0.33464843,PA5423,0.32982364,PA2549,0.32486398,PA0717,-0.36338172,PA1574,0.38837338,bkdA1,0.3124068,pqqA,0.33247224,gatC,-0.36624222,PA2986,0.35636247,PA1560,0.30983775,PA2766,-0.34406927,PA0528,0.33155313,metG,0.31245006,ccpR,0.3953815
PA2002,-0.34423722,PA3317,0.33336257,pstB,0.42721323,PA1116,0.31152614,PA4429,0.5339764,pbpG,0.35321488,PA4676,0.31632268,PA4840,-0.36643824,oprH,-0.46666976,hisH2,-0.33512298,PA5160,0.30514885,prfC,0.36167923,PA1093,0.29208145,rpsU,0.31165749,aspP,0.32725933,glmM,0.37880961,glpQ,-0.3336803,narI,-0.30070211,PA4018,0.30442324,PA0711,-0.37704226,PA0714,0.35492182,popD,0.34793043,PA2176,0.38269796,clpV1,-0.34950643,trpI,-0.35446765,pqsE,0.3848547,PA0805,0.3669898,PA1908,0.52170958,yfiB,0.32144043,pilY1,0.40210056,PA0745,0.42425706,PA4993,0.32975938,PA1630,0.34436764,PA2781,-0.35320464,PA2592,0.38932927,PA5106,-0.34450944,PA2384,0.33451722,pslG,0.32980909,hpd,0.32468847,PA2176,-0.36350069,bfiS,0.38826055,PA4571,0.31232817,PA5250,0.33208247,PA4722,-0.36671666,acsA,0.35603586,PA4925,0.30978007,oprH,-0.3451792,PA3688,0.33150134,dapA,0.31194058,PA0938,0.393896
PA0606,-0.34590133,pstA,0.3322213,PA2929,0.42641902,PA0646,0.31069003,PA1053,0.53192636,liuC,0.35300714,PA1894,0.31592321,PA0744,-0.36652468,PA1967,-0.46739001,PA3732,-0.3355504,PA1296,0.30483218,codB,0.36159665,hcp1,0.2910713,PA0205,0.31098323,PA1602,0.32622163,fruA,0.37731758,oprN,-0.33502525,PA2695,-0.30303518,nrdJa,0.30425536,PA1216,-0.37763168,PA5244,0.35393889,PA0908,0.34474771,mucC,0.38175374,rsaL,-0.35017885,pilX,-0.35457176,hasAp,0.38420604,gatC,0.36643768,PA3830,0.52113563,PA1218,0.32019484,PA3502,0.40161071,metZ,0.42382354,tatC,0.32942529,PA5047,0.34420653,PA1308,-0.3533181,PA0614,0.38580232,arnC,-0.34503099,PA2408,0.33435778,nosF,0.32959855,PA4445,0.32439541,PA1463,-0.36419098,pscG,0.38693269,PA4066,0.31184655,PA2029,0.33058695,sdhA,-0.36754927,PA3573,0.35504463,PA4033,0.30911525,wbpK,-0.34579498,hmgA,0.32943348,PA4107,0.31125302,PA0828,0.39205014
PA0637,-0.34597663,PA3739,0.33219392,phoA,0.42500943,PA3417,0.30860398,iscA,0.53078333,PA1538,0.35260572,PA5314,0.31511413,bkdA2,-0.36711302,himA,-0.4679906,PA0320,-0.33595425,rimM,0.30329377,glpT,0.36047198,braE,0.28975095,PA2963,0.31022871,PA0027,0.32532266,PA3468,0.37623498,pirA,-0.33510404,wzy,-0.30349308,PA5547,0.3002682,PA4223,-0.37818131,PA2553,0.35170761,hpd,0.34412166,cueR,0.37958523,PA1895,-0.35101196,PA3055,-0.35606041,ambE,0.38331626,PA3806,0.36621701,fepB,0.51868877,xcpZ,0.31982514,PA0622,0.39934275,kdpD,0.42223907,PA1808,0.32789286,cpdA,0.3437993,PA2552,-0.35536051,PA3789,0.38556761,PA1020,-0.34601465,PA2763,0.33370258,PA3748,0.32898715,PA0125,0.32394304,PA3370,-0.36449746,htpG,0.38596123,chpD,0.31123456,PA2828,0.32971137,yfiB,-0.36844547,PA2974,0.35349583,PA2929,0.30841633,opmD,-0.34850265,PA3327,0.32695539,PA2035,0.31045506,pqsL,0.39200322
PA5275,-0.34725792,pcs,0.33203876,PA4844,0.42452752,PA0975,0.3085158,PA3309,0.52725043,phaC2,0.35054702,glk,0.314762,PA0797,-0.36724326,phoP,-0.4741854,PA0522,-0.33601981,tig,0.30294434,PA4873,0.35952051,pbpG,0.28926684,PA5522,0.30871378,PA1604,0.32509988,nqrC,0.37608787,PA0261,-0.33530532,PA5363,-0.30390744,hemE,0.29992947,lipC,-0.37962742,PA2754,0.35161089,PA5281,0.34393872,relA,0.37655695,eutB,-0.351331,PA2843,-0.35626617,pqqA,0.38325203,PA2621,0.3647477,PA3936,0.51838708,PA2164,-0.32576352,PA0733,0.39873475,PA3038,0.42175721,PA2760,0.32699506,metE,0.34355526,PA2486,-0.35569164,PA2328,0.38484487,PA2511,-0.3461829,PA4172,0.33206562,glcF,0.32893695,PA2318,0.32370769,PA0563,-0.36575157,PA2311,0.38571671,PA5165,0.31076326,pvdE,0.32758419,tpiA,-0.36884867,PA5504,0.35150014,PA0472,0.30830938,PA1970,-0.34945243,pslB,0.32659199,accC,0.30993211,PA2812,0.39174509
